"meta_id"	"user_id"	"screen_name"	"moc_117"	"moc_116"	"pundit"	"covid_elite"	"president"	"media"	"candidate"	"governor"	"official"
"MH11721911"	"1080894931311431682"	"RepDanCrenshaw"	1	1	0	1	0	0	0	0	0
"MH11721911"	"930552552302792705"	"DanCrenshawTX"	1	1	0	1	0	0	0	0	0
"MH11721910"	"1080222360643485698"	"RepAngieCraig"	1	1	0	0	0	0	0	0	0
"MH11721908"	"1072158357237174272"	"RepBenCline"	1	1	0	0	0	0	0	0	0
"MH11721906"	"1083472286089396224"	"RepCasten"	1	1	0	0	0	0	0	0	0
"MH11721906"	"66804351"	"SeanCasten"	1	1	0	0	0	0	0	0	0
"MH11721905"	"1028854804087492613"	"RepTimBurchett"	1	1	0	0	0	0	0	0	0
"MH11721905"	"353890966"	"timburchett"	1	1	0	0	0	0	0	0	0
"MH11721903"	"1086316494450032640"	"RepJimBaird"	1	1	0	0	0	0	0	0	0
"MH11721902"	"1080865917377097728"	"RepCindyAxne"	1	1	0	0	0	0	0	0	0
"MH11721901"	"1080515866255593472"	"RepArmstrongND"	1	1	0	0	0	0	1	0	0
"MH11721900"	"1078355119920562176"	"RepColinAllred"	1	1	0	0	0	0	0	0	0
"MH11721763"	"1069636653353000962"	"RepSusanWild"	1	1	0	0	0	0	0	0	0
"MH11721762"	"1067541214671577093"	"RepMGS"	1	1	0	0	0	0	0	0	0
"MH11721762"	"961312723035394048"	"marygayscanlon"	1	1	0	0	0	0	0	0	0
"MH11721761"	"1064595993222615040"	"RepJoeMorelle"	1	1	0	0	0	0	0	0	0
"MH11721760"	"1067818539179024386"	"repkevinhern"	1	1	0	0	0	0	0	0	0
"MH11721759"	"1037341536592310272"	"RepBalderson"	1	1	0	0	0	0	0	0	0
"MH11721758"	"1039879658400112640"	"RepCloudTX"	1	1	0	0	0	0	0	0	0
"MH11721757"	"996094929733652481"	"RepDLesko"	1	1	0	0	0	0	0	0	0
"MH11721757"	"34715823"	"DebbieLesko"	1	1	0	0	0	0	0	0	0
"MH11721756"	"984456621417000960"	"RepConorLamb"	1	1	0	0	0	0	0	0	0
"MH11721755"	"931614483050414080"	"RepJohnCurtis"	1	1	0	0	0	0	0	0	0
"MH11721754"	"2371339658"	"RepJimmyGomez"	1	1	0	0	0	0	0	0	0
"MH11721754"	"398193180"	"JimmyGomezCA"	1	1	0	0	0	0	0	0	0
"MH11721753"	"880480631108644864"	"RepRalphNorman"	1	1	0	0	0	0	0	0	0
"MH11721750"	"854715071116849157"	"RepRonEstes"	1	1	0	0	0	0	0	0	0
"MH11721747"	"816705409486618624"	"RepTomSuozzi"	1	1	0	0	0	0	0	0	0
"MH11721746"	"818713465653051392"	"RepDarrenSoto"	1	1	0	0	0	0	0	0	0
"MH11721745"	"41417564"	"RepSmucker"	1	1	0	0	0	0	0	0	0
"MH11721744"	"828977216595849216"	"RepRutherfordFL"	1	1	0	0	0	0	0	0	0
"MS11721743"	"818554054309715969"	"SenJackyRosen"	1	1	0	0	0	0	0	0	0
"MH11721741"	"806906355214852096"	"RepRaskin"	1	1	0	0	0	0	0	0	0
"MH11721740"	"796736612554117120"	"RepJimmyPanetta"	1	1	0	0	0	0	0	0	0
"MH11721739"	"808416682972770304"	"RepOHalleran"	1	1	0	0	0	0	0	0	0
"MH11721738"	"796183515998068736"	"RepStephMurphy"	1	1	0	0	0	0	0	0	0
"MH11721736"	"816181091673448448"	"RepMcEachin"	1	1	0	0	0	0	0	0	0
"MH11721735"	"814103950404239360"	"RepBrianMast"	1	1	0	0	0	0	0	0	0
"MS11721734"	"1240107944"	"RogerMarshallMD"	1	1	0	0	0	0	1	0	0
"MH11721732"	"818472418620608512"	"RepAlLawsonJr"	1	1	0	0	0	0	0	0	0
"MH11721731"	"816012124505931780"	"RepDavidKustoff"	1	1	0	0	0	0	0	0	0
"MH11721730"	"814179031956488192"	"CongressmanRaja"	1	1	0	0	0	0	0	0	0
"MH11721728"	"816298918468259841"	"RepRoKhanna"	1	1	0	0	0	0	0	0	0
"MH11721728"	"771152516"	"RoKhanna"	1	1	0	1	0	0	0	0	0
"MH11721727"	"827279765287559171"	"RepMikeJohnson"	1	1	0	0	0	0	0	0	0
"MH11721726"	"815733290955112448"	"RepJayapal"	1	1	0	1	0	0	0	0	0
"MH11721726"	"193441812"	"PramilaJayapal"	1	1	0	0	0	0	0	0	0
"MH11721725"	"811986281177772032"	"RepTrey"	1	1	0	0	0	0	0	0	0
"MH11721724"	"843636970538618880"	"RepClayHiggins"	1	1	0	0	0	0	0	0	0
"MH11721723"	"815310506596691968"	"RepJoshG"	1	1	0	0	0	0	0	0	0
"MH11721722"	"818536152588238849"	"RepGonzalez"	1	1	0	0	0	0	0	0	0
"MH11721720"	"815966620300480514"	"RepGallagher"	1	1	0	0	0	0	0	0	0
"MH11721719"	"818948638890217473"	"RepMattGaetz"	1	1	0	1	0	0	0	0	0
"MH11721719"	"58579942"	"mattgaetz"	1	1	0	1	0	0	0	0	0
"MH11721718"	"816303263586914304"	"RepBrianFitz"	1	1	0	0	0	0	0	0	0
"MH11721717"	"806583915012046854"	"RepDrewFerguson"	1	1	0	0	0	0	0	0	0
"MH11721715"	"817076257770835968"	"RepEspaillat"	1	1	0	0	0	0	0	0	0
"MH11721714"	"815952318487298048"	"DrNealDunnFL2"	1	1	0	0	0	0	0	0	0
"MH11721713"	"798973032362606600"	"RepValDemings"	1	1	0	1	0	0	0	0	0
"MH11721712"	"816030424778543104"	"RepCharlieCrist"	1	1	0	0	0	0	0	0	0
"MH11721711"	"815985039485837312"	"RepLouCorrea"	1	1	0	0	0	0	0	0	0
"MH11721710"	"816719802328715264"	"RepLizCheney"	1	1	0	0	0	0	1	0	0
"MH11721709"	"816157667882373120"	"RepCarbajal"	1	1	0	0	0	0	0	0	0
"MH11721708"	"817138492614524928"	"RepTedBudd"	1	1	0	0	0	0	0	0	0
"MH11721707"	"823552974253342721"	"RepAnthonyBrown"	1	1	0	0	0	0	0	0	0
"MH11721706"	"817050219007328258"	"RepLBR"	1	1	0	0	0	0	1	0	0
"MH11721705"	"816652616625168388"	"RepAndyBiggsAZ"	1	1	0	1	0	0	0	0	0
"MH11721704"	"815241612154417152"	"RepJackBergman"	1	1	0	0	0	0	0	0	0
"MH11721704"	"751799352755052544"	"JackBergman_MI1"	1	1	0	0	0	0	0	0	0
"MH11721703"	"816833925456789505"	"RepBarragan"	1	1	0	0	0	0	0	0	0
"MH11721702"	"816131319033950208"	"RepJimBanks"	1	1	0	0	0	0	0	0	0
"MH11721702"	"14836282"	"Jim_Banks"	1	1	0	0	0	0	0	0	0
"MH11721701"	"818975124460335106"	"RepDonBacon"	1	1	0	0	0	0	0	0	0
"MH11721700"	"816284664658874368"	"RepArrington"	1	1	0	0	0	0	0	0	0
"MH11721566"	"90639372"	"RepDwightEvans"	1	1	0	0	0	0	0	0	0
"MH11721565"	"838462994"	"JamesComer"	1	1	0	0	0	0	0	0	0
"MH11721565"	"1274852794206388225"	"RepJamesComer"	1	0	0	0	0	0	0	0	0
"MH11721564"	"742735530287304704"	"WarrenDavidson"	1	1	0	0	0	0	0	0	0
"MH11721563"	"2852998461"	"RepWesterman"	1	1	0	0	0	0	0	0	0
"MH11721562"	"3686482216"	"RepLaHood"	1	1	0	0	0	0	0	0	0
"MH11721561"	"3317799825"	"RepTrentKelly"	1	1	0	0	0	0	0	0	0
"MH11721559"	"2976606250"	"RepGrothman"	1	1	0	0	0	0	0	0	0
"MH11721557"	"2964526557"	"RepAlexMooney"	1	1	0	0	0	0	0	0	0
"MH11721556"	"2930635215"	"RepNewhouse"	1	1	0	0	0	0	0	0	0
"MH11721554"	"2962868158"	"RepDonBeyer"	1	1	0	1	0	0	0	0	0
"MH11721551"	"2929491549"	"RepBrianBabin"	1	1	0	0	0	0	0	0	0
"MH11721548"	"4304448314"	"CongBoyle"	1	1	0	0	0	0	0	0	0
"MH11721548"	"3018670151"	"RepPeteAguilar"	1	1	0	0	0	0	0	0	0
"MH11721548"	"231108733"	"RepBrendanBoyle"	1	1	0	0	0	0	0	0	0
"MH11721545"	"2916086925"	"RepAdams"	1	1	0	0	0	0	0	0	0
"MH11721544"	"834069080"	"RepDavidRouzer"	1	1	0	0	0	0	0	0	0
"MH11721542"	"2966765501"	"RepJohnKatko"	1	1	0	0	0	0	0	0	0
"MH11721541"	"2962813893"	"RepStefanik"	1	1	0	0	0	0	0	0	0
"MH11721541"	"109579534"	"EliseStefanik"	1	1	0	0	0	0	0	0	0
"MH11721540"	"2970462034"	"RepKathleenRice"	1	1	0	0	0	0	0	0	0
"MH11721539"	"2750127259"	"RepLeeZeldin"	1	1	0	1	0	0	0	0	0
"MH11721538"	"2968451607"	"RepBonnie"	1	1	0	0	0	0	0	0	0
"MH11721536"	"3122099613"	"DonaldNorcross"	1	1	0	0	0	0	0	0	0
"MH11721531"	"2914515430"	"RepTomEmmer"	1	1	0	0	0	0	0	0	0
"MH11721530"	"2863006655"	"RepLawrence"	1	1	0	0	0	0	0	0	0
"MH11721529"	"2970279814"	"RepDebDingell"	1	1	0	0	0	0	0	0	0
"MH11721526"	"2696643955"	"RepMoolenaar"	1	1	0	0	0	0	0	0	0
"MH11721525"	"248495200"	"sethmoulton"	1	1	0	0	0	0	0	0	0
"MH11721523"	"2951574214"	"RepGarretGraves"	1	1	0	0	0	0	0	0	0
"MH11721519"	"2964877294"	"RepBost"	1	1	0	0	0	0	0	0	0
"MH11721516"	"2964287128"	"RepRickAllen"	1	1	0	0	0	0	0	0	0
"MH11721515"	"2914163523"	"RepLoudermilk"	1	1	0	0	0	0	0	0	0
"MH11721514"	"2975091705"	"CongressmanHice"	1	1	0	0	0	0	0	0	0
"MH11721513"	"2973870195"	"RepBuddyCarter"	1	1	0	0	0	0	0	0	0
"MH11721510"	"2862577383"	"RepKenBuck"	1	1	0	0	0	0	0	0	0
"MH11721508"	"236279233"	"NormaJTorres"	1	1	0	0	0	0	0	0	0
"MH11721507"	"3044993235"	"RepTedLieu"	1	1	0	0	0	0	0	0	0
"MH11721507"	"21059255"	"tedlieu"	1	1	0	1	0	0	0	0	0
"MH11721506"	"41533245"	"aguilarpete"	1	1	0	0	0	0	0	0	0
"MH11721504"	"2968007206"	"RepDeSaulnier"	1	1	0	0	0	0	0	0	0
"MH11721503"	"2953974395"	"RepFrenchHill"	1	1	0	0	0	0	0	0	0
"MH11721502"	"2966570782"	"RepRubenGallego"	1	1	0	0	0	0	0	0	0
"MH11721502"	"49217025"	"RubenGallego"	1	1	0	0	0	0	0	0	0
"MH11721500"	"2861616083"	"USRepGaryPalmer"	1	1	0	0	0	0	0	0	0
"MH11721375"	"2293131060"	"RepKClark"	1	1	0	0	0	0	0	0	0
"MH11721373"	"1623308912"	"RepJasonSmith"	1	1	0	0	0	0	0	0	0
"MH11721373"	"26653478"	"JasonSmithMO"	1	1	0	0	0	0	0	0	0
"MH11721372"	"1045110018"	"RepDanKildee"	1	1	0	0	0	0	0	0	0
"MH11721371"	"1339931490"	"RepRobinKelly"	1	1	0	0	0	0	0	0	0
"MH11721371"	"38285038"	"RobinLynneKelly"	1	1	0	0	0	0	0	0	0
"MH11721370"	"1206227149"	"repmarkpocan"	1	1	0	0	0	0	0	0	0
"MH11721370"	"309070309"	"MarkPocan"	1	1	0	0	0	0	0	0	0
"MH11721368"	"1058917562"	"RepDerekKilmer"	1	1	0	0	0	0	0	0	0
"MH11721367"	"1072008757"	"RepChrisStewart"	1	1	0	0	0	0	0	0	0
"MH11721366"	"1083448909"	"RepFilemonVela"	1	1	0	0	0	0	0	0	0
"MH11721365"	"1074129612"	"RepVeasey"	1	1	0	0	0	0	0	0	0
"MH11721364"	"1077446982"	"RepRWilliams"	1	1	0	0	0	0	0	0	0
"MH11721362"	"231510077"	"JoaquinCastrotx"	1	1	0	1	0	0	0	0	0
"MH11721360"	"1058051748"	"TXRandy14"	1	1	0	0	0	0	0	0	0
"MH11721359"	"1058345042"	"RepTomRice"	1	1	0	0	0	0	0	0	0
"MH11721358"	"776664410"	"RepCartwright"	1	1	0	0	0	0	0	0	0
"MH11721356"	"18773159"	"RepScottPerry"	1	1	0	0	0	0	0	0	0
"MH11721355"	"1060370282"	"RepMullin"	1	1	0	0	0	0	0	0	0
"MH11721353"	"976969338"	"RepDaveJoyce"	1	1	0	0	0	0	0	0	0
"MH11721352"	"1531521632"	"RepBeatty"	1	1	0	0	0	0	0	0	0
"MH11721351"	"518644221"	"RepBradWenstrup"	1	1	0	0	0	0	0	0	0
"MS11721350"	"28267055"	"kevincramer"	1	1	0	0	0	0	0	0	0
"MS11721350"	"1048784496"	"SenKevinCramer"	1	1	0	0	0	0	0	0	0
"MH11721346"	"935033864"	"RepRichHudson"	1	1	0	0	0	0	0	0	0
"MH11721344"	"1072467470"	"RepSeanMaloney"	1	1	0	0	0	0	0	0	0
"MH11721343"	"467823431"	"RepJeffries"	1	1	0	1	0	0	0	0	0
"MH11721342"	"1051127714"	"RepGraceMeng"	1	1	0	0	0	0	0	0	0
"MH11721342"	"571214272"	"Grace4NY"	1	1	0	0	0	0	0	0	0
"MH11721340"	"1058717720"	"RepAnnieKuster"	1	1	0	0	0	0	0	0	0
"MH11721339"	"389840566"	"RepHorsford"	1	1	0	0	0	0	0	0	0
"MS11721338"	"11651202"	"SteveDaines"	1	1	0	0	0	0	1	0	0
"MH11721337"	"1051446626"	"RepAnnWagner"	1	1	0	0	0	0	0	0	0
"MH11721333"	"1089334250"	"RepAndyBarr"	1	1	0	0	0	0	0	0	0
"MH11721330"	"1065995022"	"RepWalorski"	1	1	0	0	0	0	0	0	0
"MH11721329"	"1092979962"	"RepCheri"	1	1	0	0	0	0	0	0	0
"MH11721329"	"257180565"	"CheriBustos"	1	1	0	0	0	0	0	0	0
"MH11721328"	"993153006"	"RodneyDavis"	1	1	0	0	0	0	0	0	0
"MH11721326"	"1071840474"	"RepSchneider"	1	1	0	0	0	0	0	0	0
"MS11721325"	"1058520120"	"SenDuckworth"	1	1	0	1	0	0	0	0	0
"MH11721321"	"1077121945"	"RepLoisFrankel"	1	1	0	0	0	0	0	0	0
"MH11721315"	"1135486501"	"RepScottPeters"	1	1	0	0	0	0	0	0	0
"MH11721315"	"292594517"	"ScottPetersSD"	1	1	0	0	0	0	0	0	0
"MH11721314"	"1260172386"	"RepJuanVargas"	1	1	0	0	0	0	0	0	0
"MH11721313"	"1055730738"	"RepLowenthal"	1	1	0	0	0	0	0	0	0
"MH11721312"	"1037321378"	"RepMarkTakano"	1	1	0	0	0	0	0	0	0
"MH11721311"	"1089859058"	"RepRaulRuizMD"	1	1	0	0	0	0	0	0	0
"MH11721309"	"1222257180"	"RepCardenas"	1	1	0	0	0	0	0	0	0
"MH11721308"	"1243902714"	"RepBrownley"	1	1	0	0	0	0	0	0	0
"MH11721307"	"1128514404"	"RepDavidValadao"	1	0	0	0	0	0	0	0	0
"MH11721307"	"36676406"	"dgvaladao"	1	0	0	0	0	0	0	0	0
"MH11721306"	"942156122"	"RepSwalwell"	1	1	0	1	0	0	0	0	0
"MH11721306"	"377609596"	"ericswalwell"	1	1	0	1	0	0	0	0	0
"MH11721304"	"950783972"	"RepBera"	1	1	0	0	0	0	0	0	0
"MH11721303"	"1071102246"	"RepHuffman"	1	1	0	0	0	0	0	0	0
"MH11721303"	"334894942"	"JaredHuffman"	1	1	0	0	0	0	0	0	0
"MH11721302"	"1069124515"	"RepLaMalfa"	1	1	0	0	0	0	0	0	0
"MS11721301"	"968650362"	"SenTomCotton"	1	1	0	1	0	0	1	0	0
"MS11721301"	"343041182"	"TomCottonAR"	1	1	0	0	0	0	1	0	0
"MS11721300"	"1080844782"	"SenatorSinema"	1	1	0	0	0	0	0	0	0
"MS11721300"	"20747881"	"kyrstensinema"	1	1	0	1	0	0	0	0	0
"MH11721198"	"558769636"	"RepBonamici"	1	1	0	0	0	0	0	0	0
"MH11721196"	"402719755"	"MarkAmodeiNV2"	1	1	0	0	0	0	0	0	0
"MH11721193"	"237299871"	"RepMoBrooks"	1	1	0	0	0	0	0	0	0
"MH11721191"	"234057152"	"RepMGriffith"	1	1	0	0	0	0	0	0	0
"MH11721188"	"240427862"	"RepMcKinley"	1	1	0	0	0	0	0	0	0
"MH11721187"	"242926427"	"HerreraBeutler"	1	1	0	0	0	0	0	0	0
"MH11721179"	"235312723"	"DesJarlaisTN04"	1	1	0	0	0	0	0	0	0
"MH11721178"	"235190657"	"RepChuck"	1	1	0	0	0	0	0	0	0
"MH11721174"	"240393970"	"RepJeffDuncan"	1	1	0	0	0	0	0	0	0
"MS11721173"	"217543151"	"SenatorTimScott"	1	1	0	0	0	0	0	0	0
"MH11721172"	"23593446"	"davidcicilline"	1	1	0	1	0	0	0	0	0
"MH11721167"	"935368364"	"MikeKellyPA"	1	1	0	0	0	0	0	0	0
"MS11721166"	"27044466"	"jameslankford"	1	1	0	0	0	0	0	0	0
"MS11721166"	"225921757"	"SenatorLankford"	1	1	0	0	0	0	0	0	0
"MH11721165"	"234822928"	"RepBobGibbs"	1	1	0	0	0	0	0	0	0
"MH11721163"	"211420609"	"RepSteveStivers"	1	1	0	0	0	0	0	0	0
"MH11721162"	"211530910"	"RepBillJohnson"	1	1	0	0	0	0	0	0	0
"MH11721150"	"1444015610"	"USRepLong"	1	1	0	0	0	0	0	0	0
"MH11721150"	"21572351"	"auctnr1"	1	1	0	0	0	0	0	0	0
"MH11721149"	"237763317"	"RepHartzler"	1	1	0	0	0	0	0	0	0
"MH11721148"	"299883942"	"CongPalazzo"	1	1	0	0	0	0	0	0	0
"MH11721142"	"233949261"	"RepHuizenga"	1	1	0	0	0	0	0	0	0
"MH11721140"	"232992031"	"USRepKeating"	1	1	0	0	0	0	0	0	0
"MH11721139"	"960962340"	"RepAndyHarrisMD"	1	1	0	0	0	0	0	0	0
"MH11721137"	"267854863"	"RepRichmond"	1	1	0	0	0	0	0	0	0
"MS11721133"	"59969802"	"ToddYoungIN"	1	1	0	0	0	0	0	0	0
"MS11721133"	"234128524"	"SenToddYoung"	1	1	0	0	0	0	0	0	0
"MH11721132"	"234812598"	"RepLarryBucshon"	1	1	0	0	0	0	0	0	0
"MH11721128"	"219429281"	"RepKinzinger"	1	1	0	0	0	0	0	0	0
"MH11721123"	"234797704"	"AustinScottGA08"	1	1	0	0	0	0	0	0	0
"MH11721118"	"234014087"	"RepWilson"	1	1	0	0	0	0	0	0	0
"MH11721116"	"281540744"	"RepWebster"	1	1	0	0	0	0	0	0	0
"MH11721110"	"239949176"	"RepKarenBass"	1	1	0	0	0	0	0	0	0
"MH11721108"	"234469322"	"rep_stevewomack"	1	1	0	0	0	0	0	0	0
"MH11721106"	"233693291"	"RepRickCrawford"	1	1	0	0	0	0	0	0	0
"MH11721105"	"229197216"	"RepDavid"	1	1	0	0	0	0	0	0	0
"MH11721103"	"240760644"	"RepGosar"	1	1	0	0	0	0	0	0	0
"MH11721103"	"872148729184362497"	"DrPaulGosar"	1	1	0	0	0	0	0	0	0
"MH11721102"	"381152398"	"RepTerriSewell"	1	1	0	0	0	0	0	0	0
"MH11720959"	"137794015"	"RepTedDeutch"	1	1	0	0	0	0	0	0	0
"MH11720959"	"65541270"	"TedDeutch"	1	1	0	0	0	0	0	0	0
"MH11720958"	"88806753"	"RepGaramendi"	1	1	0	0	0	0	0	0	0
"MH11720955"	"193732179"	"RepJudyChu"	1	1	0	0	0	0	0	0	0
"MH11720954"	"56864092"	"RepMikeQuigley"	1	1	0	0	0	0	0	0	0
"MS11720953"	"1136711154435207168"	"CynthiaMLummis"	1	0	0	0	0	0	1	0	0
"MS11720953"	"22831059"	"SenLummis"	1	0	0	0	0	0	1	0	0
"MH11720952"	"78445977"	"GerryConnolly"	1	1	0	0	0	0	0	0	0
"MH11720946"	"18967498"	"CongressmanGT"	1	1	0	0	0	0	0	0	0
"MH11720944"	"20545793"	"RepSchrader"	1	1	0	0	0	0	0	0	0
"MH11720941"	"153486399"	"RepMarciaFudge"	1	1	0	0	0	0	0	0	0
"MH11720934"	"84119348"	"RepPaulTonko"	1	1	0	0	0	0	0	0	0
"MS11720932"	"19318314"	"SenatorLujan"	1	1	0	0	0	0	1	0	0
"MS11720932"	"91125308"	"benraylujan"	1	1	0	0	0	0	1	0	0
"MS11720930"	"1099199839"	"MartinHeinrich"	1	1	0	0	0	0	0	0	0
"MH11720927"	"122174004"	"repdinatitus"	1	1	0	0	0	0	0	0	0
"MH11720927"	"17907578"	"dinatitus"	1	1	0	0	0	0	0	0	0
"MH11720926"	"1849261916"	"RepBlaine"	1	1	0	0	0	0	0	0	0
"MS11720923"	"145292853"	"GaryPeters"	1	1	0	0	0	0	1	0	0
"MS11720923"	"236511574"	"SenGaryPeters"	1	1	0	0	0	0	0	0	0
"MH11720920"	"14984637"	"chelliepingree"	1	1	0	0	0	0	0	0	0
"MS11720919"	"1017500185356853248"	"SenBillCassidy"	1	1	0	0	0	0	0	0	0
"MS11720919"	"55677432"	"BillCassidy"	1	1	0	0	0	0	1	0	0
"MH11720916"	"1908143071"	"RepGuthrie"	1	1	0	0	0	0	0	0	0
"MH11720909"	"25086658"	"congbillposey"	1	1	0	0	0	0	0	0	0
"MH11720907"	"31611298"	"jahimes"	1	1	0	0	0	0	0	0	0
"MH11720903"	"50152441"	"RepMcClintock"	1	1	0	0	0	0	0	0	0
"MH11720902"	"1081240074946252801"	"RepKirkpatrick"	1	1	0	0	0	0	0	0	0
"MH11720762"	"24913074"	"RepSpeier"	1	1	0	0	0	0	0	0	0
"MH11720759"	"1209417007"	"SteveScalise"	1	1	0	1	0	0	0	0	0
"MH11720758"	"26051676"	"RepGusBilirakis"	1	1	0	0	0	0	0	0	0
"MH11720757"	"199325935"	"RepAndreCarson"	1	1	0	0	0	0	0	0	0
"MH11720756"	"15356407"	"RobWittman"	1	1	0	0	0	0	0	0	0
"MH11720755"	"15394954"	"boblatta"	1	1	0	0	0	0	0	0	0
"MH11720750"	"1410590874"	"PeterWelch"	1	1	0	0	0	0	1	0	0
"MH11720749"	"1080509366"	"RepBillFoster"	1	1	0	0	0	0	0	0	0
"MH11720748"	"162069635"	"RepCohen"	1	1	0	0	0	0	0	0	0
"MH11720738"	"18166778"	"Jim_Jordan"	1	1	0	1	0	0	0	0	0
"MS11720735"	"899978622416695297"	"gillibrandny"	1	1	0	0	0	0	0	0	0
"MS11720735"	"72198806"	"SenGillibrand"	1	1	0	0	0	0	0	0	0
"MH11720733"	"240812994"	"RepYvetteClarke"	1	1	0	0	0	0	0	0	0
"MH11720729"	"296245061"	"RepAdrianSmith"	1	1	0	0	0	0	0	0	0
"MH11720725"	"237862972"	"RepWalberg"	1	1	0	0	0	0	0	0	0
"MH11720724"	"364415553"	"RepSarbanes"	1	1	0	0	0	0	0	0	0
"MH11720723"	"384913290"	"RepJohnYarmuth"	1	1	0	0	0	0	0	0	0
"MS11720713"	"92186819"	"maziehirono"	1	1	0	0	0	0	0	0	0
"MH11720712"	"24745957"	"RepHankJohnson"	1	1	0	0	0	0	0	0	0
"MH11720709"	"20467163"	"VernBuchanan"	1	1	0	0	0	0	0	0	0
"MH11720708"	"1880674038"	"USRepKCastor"	1	1	0	0	0	0	0	0	0
"MS11720707"	"150078976"	"ChrisMurphyCT"	1	1	0	1	0	0	0	0	0
"MH11720706"	"85396297"	"RepJoeCourtney"	1	1	0	0	0	0	0	0	0
"MH11720705"	"20552026"	"RepPerlmutter"	1	1	0	0	0	0	0	0	0
"MH11720704"	"584012853"	"RepDLamborn"	1	1	0	0	0	0	0	0	0
"MH11720703"	"19739126"	"GOPLeader"	1	1	0	1	0	0	0	0	0
"MH11720702"	"385429543"	"RepMcNerney"	1	1	0	0	0	0	0	0	0
"MH11720542"	"18696134"	"RepSires"	1	1	0	0	0	0	0	0	0
"MH11720538"	"38254095"	"DorisMatsui"	1	1	0	0	0	0	0	0	0
"MH11720537"	"22669526"	"RepGwenMoore"	1	1	0	0	0	0	0	0	0
"MH11720535"	"17976923"	"cathymcmorris"	1	1	0	0	0	0	0	0	0
"MH11720533"	"210926192"	"RepCuellar"	1	1	0	0	0	0	0	0	0
"MH11720530"	"26424123"	"RepMcCaul"	1	1	0	0	0	0	0	0	0
"MH11720529"	"156333623"	"RepAlGreen"	1	1	0	0	0	0	0	0	0
"MH11720527"	"22055226"	"replouiegohmert"	1	1	0	0	0	0	0	0	0
"MH11720522"	"27676828"	"PatrickMcHenry"	1	1	0	0	0	0	0	0	0
"MH11720521"	"16256269"	"virginiafoxx"	1	1	0	0	0	0	0	0	0
"MH11720519"	"33576489"	"RepBrianHiggins"	1	1	0	0	0	0	0	0	0
"MH11720518"	"18805303"	"JeffFortenberry"	1	1	0	0	0	0	0	0	0
"MH11720517"	"163570705"	"repcleaver"	1	1	0	0	0	0	0	0	0
"MH11720504"	"1140648348"	"RepDWStweets"	1	1	0	0	0	0	0	0	0
"MH11720504"	"115979444"	"DWStweets"	1	1	0	0	0	0	0	0	0
"MH11720501"	"245451804"	"RepJimCosta"	1	1	0	0	0	0	0	0	0
"MH11720356"	"18030431"	"JudgeCarter"	1	1	0	0	0	0	0	0	0
"MH11720355"	"15751083"	"michaelcburgess"	1	1	0	0	0	0	0	0	0
"MS11720351"	"278145569"	"MarshaBlackburn"	1	1	0	1	0	0	0	0	0
"MH11720344"	"23124635"	"TomColeOK04"	1	1	0	0	0	0	0	0	0
"MH11720343"	"13491312"	"RepTimRyan"	1	1	0	0	0	0	0	0	0
"MH11720343"	"466532637"	"TimRyan"	1	1	0	0	0	0	0	0	0
"MH11720342"	"51228911"	"RepMikeTurner"	1	1	0	0	0	0	0	0	0
"MH11720340"	"432676344"	"GKButterfield"	1	1	0	0	0	0	0	0	0
"MS11720330"	"18137749"	"ChrisVanHollen"	1	1	0	0	0	0	0	0	0
"MH11720329"	"305620929"	"Call_Me_Dutch"	1	1	0	0	0	0	0	0	0
"MH11720322"	"1081350574589833221"	"RepEdCase"	1	1	0	0	0	0	0	0	0
"MH11720321"	"168673083"	"repdavidscott"	1	1	0	0	0	0	0	0	0
"MH11720316"	"37094727"	"MarioDB"	1	1	0	0	0	0	0	0	0
"MH11720310"	"312134473"	"RepLindaSanchez"	1	1	0	0	0	0	0	0	0
"MH11720307"	"344972339"	"RepDevinNunes"	1	1	0	0	0	0	0	0	0
"MH11720307"	"54412900"	"DevinNunes"	1	1	0	1	0	0	0	0	0
"MH11720305"	"28602948"	"RepRaulGrijalva"	1	1	0	0	0	0	0	0	0
"MH11720301"	"33977070"	"RepMikeRogersAL"	1	1	0	0	0	0	0	0	0
"MS11720146"	"193794406"	"SenCapito"	1	1	0	0	0	0	1	0	0
"MH11720145"	"404132211"	"RepRickLarsen"	1	1	0	0	0	0	0	0	0
"MH11720138"	"254082173"	"RepJoeWilson"	1	1	0	0	0	0	0	0	0
"MH11720136"	"18909919"	"JimLangevin"	1	1	0	0	0	0	0	0	0
"MH11720124"	"29766367"	"RepSamGraves"	1	1	0	0	0	0	0	0	0
"MH11720122"	"516880804"	"BettyMcCollum04"	1	1	0	0	0	0	0	0	0
"MH11720119"	"310310133"	"RepStephenLynch"	1	1	0	0	0	0	0	0	0
"MH11720107"	"22509548"	"DarrellIssa"	1	0	0	0	0	0	0	0	0
"MH11720107"	"63650107"	"repdarrellissa"	1	0	0	0	0	0	0	0	0
"MH11720104"	"29501253"	"RepAdamSchiff"	1	1	0	1	0	0	0	0	0
"MS11720101"	"5558312"	"JohnBoozman"	1	1	0	0	0	0	0	0	0
"MH11715616"	"442824717"	"RepRichardNeal"	1	1	0	0	0	0	0	0	0
"MH11715454"	"31801993"	"FrankPallone"	1	1	0	0	0	0	0	0	0
"MH11715448"	"15764644"	"SpeakerPelosi"	1	1	0	1	0	0	0	0	0
